IdLog,IdUtilisateur,IdSession,Horodatage,Page,Action,Appareil,Pays,TempsReponseMs,CodeStatut,CategorieProduit,ChiffreAffaires
440,UTIL0086,SESSION00189,2025-01-12 04:46:15,/contact,achat,tablette,Italie,407,200,Sport,69.44
441,UTIL0281,SESSION00056,2025-01-14 12:33:48,/connexion,voir_page,ordinateur,France,1155,200,Informatique,0.0
442,UTIL0159,SESSION00235,2025-05-07 23:18:28,/contact,cliquer_produit,tablette,Allemagne,617,200,Maison,0.0
443,UTIL0167,SESSION00488,2025-08-28 17:59:17,/paiement,voir_page,tablette,Espagne,633,404,Gaming,0.0
444,UTIL0289,SESSION00446,2025-09-26 20:40:34,/connexion,cliquer_produit,mobile,Italie,2052,200,Telephonie,0.0
445,UTIL0188,SESSION00423,2025-05-14 04:19:00,/commande,voir_page,ordinateur,Belgique,638,200,Sport,0.0
446,UTIL0245,SESSION00307,2025-01-05 13:51:18,/connexion,cliquer_produit,tablette,Allemagne,109,200,Maison,0.0
447,UTIL0224,SESSION00405,2025-05-08 05:45:47,/promotion,voir_page,tablette,Espagne,1629,200,Informatique,0.0
448,UTIL0265,SESSION00279,2025-05-26 20:47:34,/panier,voir_page,mobile,Espagne,850,200,Maison,0.0
449,UTIL0234,SESSION00464,2025-05-20 22:39:31,/produits,voir_page,ordinateur,Italie,159,200,Beaute,0.0
450,UTIL0145,SESSION00276,2025-03-06 22:28:46,/produits,voir_page,ordinateur,Allemagne,449,200,Sport,0.0
451,UTIL0160,SESSION00511,2025-07-10 14:44:50,/contact,voir_page,ordinateur,Italie,408,200,Maison,0.0
452,UTIL0037,SESSION00557,2025-08-29 05:12:57,/contact,voir_page,mobile,Pays-Bas,1642,200,Informatique,0.0
453,UTIL0198,SESSION00454,2025-05-07 23:02:12,/panier,achat,mobile,Suisse,464,200,Maison,246.96
454,UTIL0166,SESSION00163,2025-11-19 23:02:47,/commande,cliquer_produit,tablette,Belgique,580,200,Gaming,0.0
455,UTIL0027,SESSION00224,2025-02-27 07:40:27,/paiement,voir_page,mobile,France,765,200,Beaute,0.0
456,UTIL0005,SESSION00044,2025-10-25 22:30:44,/panier,voir_page,tablette,Allemagne,1601,200,Maison,0.0
457,UTIL0174,SESSION00062,2025-01-31 11:41:09,/produits,voir_page,tablette,Belgique,519,200,Maison,0.0
458,UTIL0178,SESSION00450,2025-04-09 00:44:24,/promotion,voir_page,mobile,Suisse,631,200,Informatique,0.0
459,UTIL0287,SESSION00302,2025-10-05 22:31:12,/connexion,cliquer_produit,tablette,Allemagne,2306,200,Gaming,0.0
460,UTIL0083,SESSION00071,2025-09-29 04:28:18,/promotion,cliquer_produit,mobile,Belgique,1583,200,Telephonie,0.0
461,UTIL0095,SESSION00020,2025-11-14 11:49:39,/contact,cliquer_produit,ordinateur,Italie,339,200,Beaute,0.0
462,UTIL0269,SESSION00510,2025-10-10 04:39:18,/panier,ajouter_panier,mobile,Espagne,1399,200,Beaute,0.0
463,UTIL0067,SESSION00183,2025-01-17 06:06:31,/accueil,cliquer_produit,ordinateur,France,210,200,Telephonie,0.0
464,UTIL0270,SESSION00263,2025-01-26 11:14:38,/connexion,voir_page,tablette,France,133,404,Maison,0.0
465,UTIL0240,SESSION00063,2025-07-04 17:47:56,/produits,cliquer_produit,mobile,Pays-Bas,1591,200,Informatique,0.0
466,UTIL0271,SESSION00042,2025-02-06 09:04:13,/commande,ajouter_panier,tablette,France,494,200,Beaute,0.0
467,UTIL0270,SESSION00255,2025-10-19 20:11:35,/panier,voir_page,tablette,Belgique,1780,200,Telephonie,0.0
468,UTIL0235,SESSION00438,2025-02-23 05:50:11,/paiement,cliquer_produit,tablette,Espagne,2147,200,Maison,0.0
469,UTIL0181,SESSION00323,2025-10-09 10:54:23,/connexion,cliquer_produit,mobile,Pays-Bas,1843,200,Mode,0.0
470,UTIL0110,SESSION00385,2025-10-09 23:16:23,/promotion,cliquer_produit,mobile,Espagne,1706,200,Informatique,0.0
471,UTIL0266,SESSION00139,2025-06-04 00:19:14,/accueil,achat,ordinateur,Pays-Bas,1369,200,Telephonie,472.81
472,UTIL0262,SESSION00570,2025-10-20 18:09:06,/promotion,ajouter_panier,ordinateur,Espagne,1536,200,Mode,0.0
473,UTIL0120,SESSION00263,2025-06-03 02:36:25,/panier,voir_page,tablette,Allemagne,396,200,Telephonie,0.0
474,UTIL0296,SESSION00098,2025-11-01 20:19:02,/connexion,cliquer_produit,tablette,Pays-Bas,2440,200,Telephonie,0.0
475,UTIL0179,SESSION00445,2025-08-02 03:55:49,/paiement,voir_page,ordinateur,Suisse,126,200,Gaming,0.0
476,UTIL0269,SESSION00043,2025-06-13 17:36:09,/commande,voir_page,mobile,Belgique,984,200,Gaming,0.0
477,UTIL0229,SESSION00590,2025-09-16 02:14:27,/contact,ajouter_panier,mobile,Pays-Bas,1695,200,Mode,0.0
478,UTIL0281,SESSION00409,2025-05-15 02:25:32,/accueil,voir_page,mobile,Pays-Bas,614,200,Sport,0.0
479,UTIL0203,SESSION00586,2025-04-11 17:39:47,/connexion,cliquer_produit,tablette,Allemagne,1072,200,Telephonie,0.0
480,UTIL0058,SESSION00424,2025-08-05 11:22:12,/produits,voir_page,mobile,Italie,179,200,Maison,0.0
481,UTIL0075,SESSION00452,2025-01-23 07:12:43,/connexion,achat,mobile,Allemagne,431,200,Informatique,136.66
482,UTIL0148,SESSION00015,2025-06-25 22:51:07,/details-produit,cliquer_produit,mobile,Espagne,2009,200,Maison,0.0
483,UTIL0105,SESSION00560,2025-09-25 08:35:30,/panier,ajouter_panier,tablette,Suisse,658,200,Gaming,0.0
484,UTIL0023,SESSION00262,2025-03-29 01:18:12,/promotion,voir_page,tablette,Belgique,1191,200,Gaming,0.0
485,UTIL0199,SESSION00278,2025-12-06 21:23:55,/produits,achat,ordinateur,France,1278,200,Gaming,205.53
486,UTIL0051,SESSION00324,2025-09-06 19:34:05,/promotion,achat,ordinateur,Allemagne,2130,404,Beaute,0.0
487,UTIL0021,SESSION00254,2025-09-29 09:21:31,/accueil,passer_commande,mobile,Suisse,723,200,Gaming,0.0
488,UTIL0121,SESSION00514,2025-05-22 01:40:16,/commande,voir_page,mobile,Pays-Bas,200,404,Mode,0.0
489,UTIL0202,SESSION00141,2025-02-14 23:24:33,/paiement,voir_page,tablette,Belgique,1011,200,Beaute,0.0
490,UTIL0169,SESSION00460,2025-10-05 04:13:41,/commande,voir_page,ordinateur,Belgique,2297,200,Maison,0.0
491,UTIL0269,SESSION00139,2025-08-09 04:41:59,/commande,passer_commande,tablette,Allemagne,1380,200,Beaute,0.0
492,UTIL0095,SESSION00326,2025-03-16 23:01:48,/produits,achat,mobile,Espagne,1764,200,Gaming,468.21
493,UTIL0078,SESSION00193,2025-02-24 04:11:01,/commande,passer_commande,tablette,Belgique,1173,200,Beaute,0.0
494,UTIL0119,SESSION00027,2025-07-03 02:44:49,/panier,voir_page,mobile,Allemagne,2137,200,Sport,0.0
495,UTIL0095,SESSION00397,2025-09-09 15:08:10,/paiement,ajouter_panier,ordinateur,Allemagne,212,200,Informatique,0.0
496,UTIL0114,SESSION00208,2025-04-15 02:11:59,/contact,passer_commande,mobile,Pays-Bas,2086,200,Telephonie,0.0
497,UTIL0219,SESSION00415,2025-01-22 19:47:52,/panier,cliquer_produit,mobile,Suisse,1361,200,Gaming,0.0
498,UTIL0269,SESSION00040,2025-09-24 03:28:29,/promotion,cliquer_produit,ordinateur,Allemagne,2204,200,Gaming,0.0
499,UTIL0265,SESSION00051,2025-04-08 09:28:25,/contact,voir_page,mobile,Pays-Bas,1251,200,Sport,0.0
500,UTIL0265,SESSION00146,2025-08-26 20:28:05,/accueil,voir_page,tablette,Belgique,543,200,Beaute,0.0
501,UTIL0070,SESSION00403,2025-07-31 10:28:01,/promotion,achat,ordinateur,Espagne,2497,200,Maison,443.62
502,UTIL0084,SESSION00127,2025-02-16 03:45:28,/paiement,voir_page,tablette,Italie,429,200,Sport,0.0
503,UTIL0082,SESSION00388,2025-10-09 12:02:49,/promotion,ajouter_panier,ordinateur,Italie,2396,200,Telephonie,0.0
504,UTIL0092,SESSION00053,2025-08-03 09:19:46,/details-produit,voir_page,mobile,Italie,820,200,Maison,0.0
505,UTIL0130,SESSION00013,2025-08-23 15:54:31,/accueil,achat,tablette,Pays-Bas,103,200,Sport,134.18
506,UTIL0233,SESSION00420,2025-08-15 02:38:38,/connexion,cliquer_produit,ordinateur,Allemagne,2321,200,Gaming,0.0
507,UTIL0026,SESSION00190,2025-03-17 01:41:22,/panier,cliquer_produit,ordinateur,Allemagne,212,200,Telephonie,0.0
508,UTIL0045,SESSION00051,2025-02-25 13:11:10,/paiement,cliquer_produit,tablette,Italie,2424,200,Maison,0.0
509,UTIL0019,SESSION00096,2025-06-03 10:23:57,/paiement,achat,mobile,Pays-Bas,357,200,Telephonie,284.23
510,UTIL0063,SESSION00282,2025-06-18 16:26:33,/details-produit,voir_page,ordinateur,Suisse,936,200,Informatique,0.0
511,UTIL0045,SESSION00496,2025-12-19 19:59:50,/promotion,cliquer_produit,tablette,Italie,1829,200,Mode,0.0
512,UTIL0067,SESSION00577,2025-09-12 16:46:40,/paiement,voir_page,mobile,Espagne,816,200,Maison,0.0
513,UTIL0001,SESSION00122,2025-01-13 14:40:50,/panier,ajouter_panier,ordinateur,Suisse,929,200,Sport,0.0
514,UTIL0180,SESSION00574,2025-11-23 06:00:40,/paiement,voir_page,ordinateur,Suisse,1233,200,Informatique,0.0
515,UTIL0282,SESSION00332,2025-01-04 03:43:21,/promotion,voir_page,mobile,Espagne,2410,200,Informatique,0.0
516,UTIL0170,SESSION00347,2025-12-11 15:58:30,/panier,ajouter_panier,ordinateur,Suisse,636,200,Gaming,0.0
517,UTIL0172,SESSION00474,2025-07-31 23:03:53,/promotion,cliquer_produit,tablette,Italie,2394,200,Mode,0.0
518,UTIL0107,SESSION00592,2025-12-17 10:51:58,/accueil,cliquer_produit,mobile,France,691,200,Informatique,0.0
519,UTIL0274,SESSION00170,2025-10-20 19:24:11,/contact,voir_page,tablette,France,1342,200,Mode,0.0
520,UTIL0212,SESSION00089,2025-09-12 07:23:28,/commande,ajouter_panier,mobile,Allemagne,2230,200,Informatique,0.0
521,UTIL0104,SESSION00095,2025-08-16 16:01:51,/accueil,voir_page,mobile,Belgique,711,200,Sport,0.0
522,UTIL0159,SESSION00336,2025-03-15 03:52:33,/promotion,ajouter_panier,tablette,Allemagne,920,200,Sport,0.0
523,UTIL0060,SESSION00005,2025-06-09 01:43:54,/promotion,voir_page,tablette,Pays-Bas,436,200,Informatique,0.0
524,UTIL0012,SESSION00592,2025-06-09 20:57:13,/commande,voir_page,mobile,Allemagne,868,200,Beaute,0.0
525,UTIL0061,SESSION00280,2025-03-18 05:17:07,/connexion,voir_page,ordinateur,Belgique,2372,200,Maison,0.0
526,UTIL0164,SESSION00278,2025-03-14 22:51:18,/promotion,cliquer_produit,tablette,Allemagne,781,200,Beaute,0.0
527,UTIL0228,SESSION00052,2025-03-08 00:30:57,/promotion,passer_commande,tablette,France,513,200,Informatique,0.0
528,UTIL0229,SESSION00365,2025-06-09 10:52:12,/details-produit,voir_page,tablette,Pays-Bas,2265,200,Telephonie,0.0
529,UTIL0048,SESSION00480,2025-02-19 14:19:43,/details-produit,ajouter_panier,tablette,Suisse,1986,200,Maison,0.0
530,UTIL0187,SESSION00402,2025-04-04 22:58:42,/commande,voir_page,mobile,Pays-Bas,1410,200,Informatique,0.0
531,UTIL0180,SESSION00491,2025-08-25 05:18:49,/produits,voir_page,mobile,Belgique,2433,200,Informatique,0.0
532,UTIL0167,SESSION00570,2025-11-29 02:50:19,/produits,voir_page,tablette,Espagne,1721,200,Maison,0.0
533,UTIL0082,SESSION00494,2025-07-16 02:21:13,/promotion,cliquer_produit,tablette,Belgique,1845,200,Sport,0.0
534,UTIL0279,SESSION00242,2025-03-30 21:42:04,/paiement,cliquer_produit,tablette,Suisse,2431,200,Informatique,0.0
535,UTIL0167,SESSION00569,2025-02-19 14:11:19,/connexion,cliquer_produit,mobile,France,525,200,Beaute,0.0
536,UTIL0168,SESSION00507,2025-11-27 21:03:05,/contact,ajouter_panier,ordinateur,Pays-Bas,649,200,Telephonie,0.0
537,UTIL0076,SESSION00153,2025-08-20 17:18:24,/accueil,cliquer_produit,tablette,Belgique,1911,200,Gaming,0.0
538,UTIL0292,SESSION00312,2025-08-11 22:58:22,/commande,passer_commande,ordinateur,Belgique,113,200,Beaute,0.0
539,UTIL0151,SESSION00064,2025-07-09 17:03:00,/details-produit,voir_page,tablette,Belgique,1551,200,Mode,0.0
540,UTIL0222,SESSION00404,2025-11-17 10:45:24,/panier,passer_commande,mobile,Espagne,1862,200,Gaming,0.0
541,UTIL0097,SESSION00569,2025-07-16 11:53:26,/details-produit,voir_page,ordinateur,Italie,594,200,Informatique,0.0
542,UTIL0250,SESSION00448,2025-03-11 02:08:41,/details-produit,cliquer_produit,mobile,Pays-Bas,1947,200,Gaming,0.0
543,UTIL0093,SESSION00466,2025-09-18 13:35:52,/contact,cliquer_produit,mobile,Espagne,1535,200,Sport,0.0
544,UTIL0122,SESSION00514,2025-05-18 13:59:34,/connexion,cliquer_produit,tablette,Italie,217,500,Beaute,0.0
545,UTIL0058,SESSION00595,2025-09-04 22:05:09,/paiement,cliquer_produit,tablette,Suisse,2236,500,Telephonie,0.0
546,UTIL0265,SESSION00081,2025-09-25 19:05:15,/connexion,ajouter_panier,mobile,Suisse,399,200,Beaute,0.0
547,UTIL0028,SESSION00352,2025-10-01 00:30:29,/commande,ajouter_panier,tablette,Espagne,2430,200,Sport,0.0
548,UTIL0149,SESSION00172,2025-01-19 22:59:38,/commande,voir_page,tablette,Italie,2388,200,Gaming,0.0
549,UTIL0294,SESSION00053,2025-12-03 09:51:47,/details-produit,cliquer_produit,tablette,France,1254,200,Maison,0.0
550,UTIL0130,SESSION00136,2025-11-12 08:17:54,/commande,cliquer_produit,mobile,France,536,200,Beaute,0.0
551,UTIL0190,SESSION00180,2025-05-14 22:15:31,/connexion,ajouter_panier,ordinateur,Pays-Bas,2240,200,Mode,0.0
552,UTIL0079,SESSION00508,2025-07-31 12:15:42,/details-produit,achat,mobile,Suisse,765,200,Gaming,424.08
553,UTIL0060,SESSION00054,2025-03-27 14:25:30,/commande,voir_page,mobile,Espagne,2261,200,Gaming,0.0
554,UTIL0135,SESSION00149,2025-09-29 13:00:18,/connexion,ajouter_panier,mobile,Espagne,1373,404,Gaming,0.0
555,UTIL0273,SESSION00363,2025-08-10 19:58:41,/produits,achat,mobile,Italie,1187,200,Informatique,142.57
556,UTIL0124,SESSION00200,2025-09-24 10:43:44,/connexion,cliquer_produit,ordinateur,Italie,2323,200,Informatique,0.0
557,UTIL0211,SESSION00101,2025-09-26 03:43:28,/accueil,ajouter_panier,mobile,Allemagne,1240,200,Informatique,0.0
558,UTIL0030,SESSION00223,2025-11-03 20:07:45,/produits,voir_page,ordinateur,France,612,200,Telephonie,0.0
559,UTIL0057,SESSION00189,2025-05-10 09:29:42,/details-produit,passer_commande,ordinateur,Suisse,1937,404,Mode,0.0
560,UTIL0132,SESSION00166,2025-02-07 08:49:03,/paiement,ajouter_panier,mobile,Espagne,1442,500,Mode,0.0
561,UTIL0092,SESSION00452,2025-02-05 15:59:12,/commande,achat,tablette,Espagne,810,200,Informatique,89.06
562,UTIL0055,SESSION00453,2025-05-13 03:02:04,/panier,ajouter_panier,ordinateur,Belgique,1106,200,Informatique,0.0
563,UTIL0001,SESSION00039,2025-12-07 12:17:09,/details-produit,passer_commande,tablette,Italie,1682,200,Beaute,0.0
564,UTIL0245,SESSION00447,2025-07-26 23:49:51,/connexion,ajouter_panier,ordinateur,Belgique,1005,200,Gaming,0.0
565,UTIL0063,SESSION00581,2025-10-02 11:21:43,/connexion,ajouter_panier,mobile,Espagne,306,200,Gaming,0.0
566,UTIL0175,SESSION00083,2025-08-24 09:41:12,/promotion,voir_page,ordinateur,Belgique,241,404,Gaming,0.0
567,UTIL0055,SESSION00368,2025-09-07 02:56:40,/contact,voir_page,mobile,Suisse,856,200,Maison,0.0
568,UTIL0251,SESSION00399,2025-02-02 17:41:19,/panier,voir_page,mobile,Belgique,1920,404,Informatique,0.0
569,UTIL0173,SESSION00044,2025-07-27 03:13:51,/accueil,voir_page,tablette,Suisse,2222,200,Gaming,0.0
570,UTIL0077,SESSION00594,2025-04-30 02:02:47,/promotion,passer_commande,ordinateur,Espagne,158,200,Beaute,0.0
571,UTIL0008,SESSION00177,2025-11-20 01:57:19,/details-produit,voir_page,ordinateur,Espagne,779,200,Informatique,0.0
572,UTIL0059,SESSION00510,2025-11-01 19:14:04,/produits,ajouter_panier,ordinateur,Espagne,1461,200,Gaming,0.0
573,UTIL0062,SESSION00590,2025-10-07 04:20:53,/paiement,cliquer_produit,ordinateur,Pays-Bas,266,200,Mode,0.0
574,UTIL0073,SESSION00426,2025-03-28 22:23:35,/commande,voir_page,ordinateur,Espagne,1077,404,Informatique,0.0
575,UTIL0081,SESSION00017,2025-09-07 02:00:00,/contact,voir_page,ordinateur,France,1242,200,Telephonie,0.0
576,UTIL0065,SESSION00212,2025-03-15 20:17:33,/connexion,ajouter_panier,mobile,Espagne,1059,404,Beaute,0.0
577,UTIL0256,SESSION00091,2025-11-18 09:22:26,/details-produit,cliquer_produit,ordinateur,Belgique,1045,200,Beaute,0.0
578,UTIL0277,SESSION00520,2025-04-23 14:49:40,/paiement,achat,tablette,Allemagne,1212,200,Informatique,402.37
579,UTIL0255,SESSION00181,2025-03-23 21:59:02,/connexion,cliquer_produit,ordinateur,Suisse,1571,200,Sport,0.0
580,UTIL0023,SESSION00107,2025-01-27 17:11:10,/connexion,voir_page,ordinateur,Espagne,2189,200,Maison,0.0
581,UTIL0215,SESSION00204,2025-12-13 10:14:49,/paiement,ajouter_panier,ordinateur,Italie,1012,200,Gaming,0.0
582,UTIL0193,SESSION00226,2025-02-07 15:37:31,/panier,voir_page,ordinateur,Espagne,673,200,Beaute,0.0
583,UTIL0192,SESSION00140,2025-08-23 23:12:40,/contact,cliquer_produit,mobile,Italie,908,200,Informatique,0.0
584,UTIL0144,SESSION00140,2025-02-26 14:29:26,/accueil,cliquer_produit,ordinateur,Pays-Bas,1487,200,Mode,0.0
585,UTIL0296,SESSION00567,2025-04-28 02:26:54,/details-produit,cliquer_produit,tablette,Espagne,966,200,Telephonie,0.0
586,UTIL0220,SESSION00253,2025-05-07 10:27:37,/accueil,cliquer_produit,ordinateur,Belgique,690,404,Informatique,0.0
587,UTIL0021,SESSION00482,2025-09-16 01:27:33,/accueil,voir_page,mobile,Espagne,481,200,Maison,0.0
588,UTIL0209,SESSION00224,2025-03-09 11:18:15,/accueil,voir_page,tablette,France,145,200,Mode,0.0
589,UTIL0293,SESSION00598,2025-01-13 14:29:49,/connexion,voir_page,ordinateur,Pays-Bas,1740,200,Telephonie,0.0
590,UTIL0001,SESSION00073,2025-07-17 22:21:33,/connexion,voir_page,ordinateur,Italie,1824,200,Gaming,0.0
591,UTIL0295,SESSION00213,2025-12-17 02:39:56,/promotion,achat,mobile,Suisse,304,200,Gaming,194.72
592,UTIL0188,SESSION00477,2025-11-13 01:23:23,/contact,voir_page,ordinateur,Suisse,2368,200,Beaute,0.0
593,UTIL0071,SESSION00343,2025-05-03 17:07:41,/panier,ajouter_panier,mobile,Suisse,2456,200,Gaming,0.0
594,UTIL0165,SESSION00362,2025-05-17 16:43:27,/panier,voir_page,mobile,France,339,200,Sport,0.0
595,UTIL0063,SESSION00482,2025-12-30 17:43:52,/promotion,cliquer_produit,tablette,Italie,1931,200,Telephonie,0.0
596,UTIL0097,SESSION00469,2025-02-14 02:25:57,/produits,cliquer_produit,ordinateur,Italie,395,200,Mode,0.0
597,UTIL0255,SESSION00155,2025-04-15 16:40:01,/details-produit,voir_page,mobile,Espagne,2297,404,Sport,0.0
598,UTIL0011,SESSION00299,2025-04-07 02:01:55,/connexion,voir_page,ordinateur,Pays-Bas,2208,200,Sport,0.0
599,UTIL0249,SESSION00543,2025-10-08 14:29:19,/paiement,cliquer_produit,tablette,Allemagne,1335,200,Mode,0.0
600,UTIL0148,SESSION00049,2025-03-17 11:18:29,/paiement,voir_page,ordinateur,Belgique,738,200,Mode,0.0
601,UTIL0079,SESSION00166,2025-05-02 03:02:20,/details-produit,voir_page,tablette,Allemagne,1885,200,Maison,0.0
602,UTIL0163,SESSION00353,2025-03-17 11:28:34,/accueil,voir_page,ordinateur,Belgique,1315,200,Informatique,0.0
603,UTIL0075,SESSION00470,2025-06-13 04:00:47,/connexion,voir_page,tablette,Belgique,1436,200,Mode,0.0
604,UTIL0294,SESSION00151,2025-10-17 23:58:59,/commande,cliquer_produit,mobile,Italie,540,200,Informatique,0.0
605,UTIL0060,SESSION00316,2025-01-13 12:39:53,/promotion,voir_page,ordinateur,Espagne,1543,200,Informatique,0.0
606,UTIL0299,SESSION00540,2025-04-24 08:12:01,/panier,cliquer_produit,ordinateur,Belgique,1904,200,Informatique,0.0
607,UTIL0100,SESSION00503,2025-06-12 19:38:32,/contact,achat,ordinateur,Suisse,1558,200,Gaming,429.83
608,UTIL0007,SESSION00292,2025-06-26 11:19:28,/paiement,voir_page,tablette,France,963,200,Sport,0.0
609,UTIL0227,SESSION00296,2025-03-25 23:57:27,/contact,ajouter_panier,tablette,Espagne,651,200,Beaute,0.0
610,UTIL0156,SESSION00487,2025-09-26 10:04:59,/panier,voir_page,tablette,Pays-Bas,1619,200,Sport,0.0
611,UTIL0213,SESSION00180,2025-10-12 14:45:36,/commande,cliquer_produit,ordinateur,Allemagne,841,200,Mode,0.0
612,UTIL0155,SESSION00600,2025-06-05 15:35:47,/accueil,cliquer_produit,mobile,Allemagne,189,200,Maison,0.0
613,UTIL0064,SESSION00295,2025-08-02 05:31:58,/connexion,voir_page,tablette,Suisse,1082,200,Telephonie,0.0
614,UTIL0186,SESSION00596,2025-09-04 18:27:55,/produits,voir_page,mobile,Suisse,2029,500,Telephonie,0.0
615,UTIL0295,SESSION00018,2025-05-13 05:37:03,/promotion,voir_page,ordinateur,Italie,1968,200,Maison,0.0
616,UTIL0140,SESSION00370,2025-08-03 20:58:22,/accueil,voir_page,ordinateur,Italie,1274,200,Informatique,0.0
617,UTIL0049,SESSION00172,2025-10-06 10:55:20,/details-produit,cliquer_produit,tablette,Pays-Bas,1313,200,Gaming,0.0
618,UTIL0274,SESSION00594,2025-06-30 04:00:08,/produits,cliquer_produit,tablette,Italie,1607,200,Sport,0.0
619,UTIL0053,SESSION00224,2025-03-21 16:14:53,/details-produit,voir_page,ordinateur,Pays-Bas,2368,200,Telephonie,0.0
620,UTIL0283,SESSION00117,2025-08-02 14:58:04,/promotion,achat,ordinateur,Pays-Bas,617,404,Sport,0.0
621,UTIL0072,SESSION00453,2025-11-02 16:48:21,/paiement,voir_page,ordinateur,Suisse,1327,200,Telephonie,0.0
622,UTIL0073,SESSION00233,2025-06-07 04:13:08,/details-produit,voir_page,ordinateur,Espagne,537,200,Telephonie,0.0
623,UTIL0022,SESSION00202,2025-02-25 01:50:42,/contact,cliquer_produit,tablette,Belgique,322,200,Mode,0.0
624,UTIL0006,SESSION00099,2025-03-05 19:13:37,/commande,voir_page,ordinateur,Allemagne,1519,200,Maison,0.0
625,UTIL0297,SESSION00357,2025-06-30 05:54:32,/commande,ajouter_panier,tablette,Belgique,1070,200,Informatique,0.0
626,UTIL0271,SESSION00223,2025-04-09 09:10:57,/accueil,voir_page,tablette,France,484,404,Beaute,0.0
627,UTIL0188,SESSION00190,2025-08-14 21:06:11,/connexion,passer_commande,mobile,Espagne,1817,200,Maison,0.0
628,UTIL0064,SESSION00478,2025-02-26 16:08:31,/paiement,voir_page,mobile,Suisse,1260,200,Informatique,0.0
629,UTIL0060,SESSION00395,2025-05-26 14:38:47,/connexion,voir_page,mobile,Suisse,1898,200,Sport,0.0
630,UTIL0097,SESSION00072,2025-09-01 21:23:11,/contact,voir_page,ordinateur,Suisse,2093,200,Sport,0.0
631,UTIL0062,SESSION00147,2025-07-22 12:44:37,/produits,voir_page,ordinateur,Suisse,771,200,Maison,0.0
632,UTIL0063,SESSION00239,2025-08-06 23:31:17,/contact,voir_page,tablette,Pays-Bas,2463,200,Telephonie,0.0
633,UTIL0183,SESSION00488,2025-12-08 19:25:31,/contact,ajouter_panier,tablette,Italie,683,200,Informatique,0.0
634,UTIL0255,SESSION00237,2025-11-18 04:01:06,/connexion,voir_page,tablette,France,359,200,Informatique,0.0
635,UTIL0168,SESSION00157,2025-06-05 19:39:06,/contact,achat,ordinateur,Suisse,2209,200,Telephonie,243.69
636,UTIL0252,SESSION00517,2025-05-14 17:21:51,/connexion,voir_page,tablette,Belgique,152,404,Informatique,0.0
637,UTIL0197,SESSION00461,2025-06-11 12:28:29,/produits,achat,ordinateur,France,804,200,Telephonie,394.1
638,UTIL0252,SESSION00442,2025-03-10 09:45:24,/details-produit,passer_commande,mobile,Pays-Bas,528,200,Sport,0.0
639,UTIL0293,SESSION00482,2025-09-01 17:54:10,/promotion,cliquer_produit,tablette,France,1683,200,Beaute,0.0
640,UTIL0146,SESSION00329,2025-02-01 00:37:02,/paiement,achat,ordinateur,Pays-Bas,1580,200,Gaming,300.3
641,UTIL0195,SESSION00100,2025-08-08 11:22:26,/paiement,ajouter_panier,mobile,France,1080,200,Gaming,0.0
642,UTIL0034,SESSION00313,2025-02-28 10:10:01,/produits,voir_page,tablette,Italie,233,200,Telephonie,0.0
643,UTIL0216,SESSION00274,2025-01-11 22:30:37,/promotion,voir_page,ordinateur,Italie,1627,200,Mode,0.0
644,UTIL0052,SESSION00211,2025-06-22 15:32:51,/connexion,cliquer_produit,tablette,Italie,762,200,Mode,0.0
645,UTIL0255,SESSION00078,2025-10-02 06:18:16,/panier,achat,ordinateur,Italie,2429,200,Maison,319.79
646,UTIL0173,SESSION00280,2025-02-04 18:51:33,/produits,achat,mobile,Espagne,939,200,Informatique,332.74
647,UTIL0222,SESSION00553,2025-06-10 06:26:25,/commande,voir_page,mobile,Belgique,2190,200,Telephonie,0.0
648,UTIL0265,SESSION00192,2025-10-23 15:13:42,/accueil,cliquer_produit,tablette,Espagne,1177,404,Beaute,0.0
649,UTIL0290,SESSION00062,2025-09-25 06:23:29,/contact,ajouter_panier,ordinateur,Allemagne,696,200,Telephonie,0.0
650,UTIL0211,SESSION00327,2025-02-02 20:13:54,/contact,voir_page,mobile,Italie,1255,200,Mode,0.0
651,UTIL0208,SESSION00245,2025-02-28 04:12:01,/panier,cliquer_produit,ordinateur,Pays-Bas,1351,200,Beaute,0.0
652,UTIL0019,SESSION00207,2025-03-23 08:08:01,/contact,achat,mobile,Pays-Bas,1217,200,Maison,329.26
653,UTIL0011,SESSION00057,2025-02-12 10:38:19,/connexion,voir_page,ordinateur,Espagne,1568,200,Informatique,0.0
654,UTIL0121,SESSION00115,2025-10-20 23:32:59,/details-produit,voir_page,ordinateur,Belgique,2457,404,Beaute,0.0
655,UTIL0122,SESSION00126,2025-06-10 10:53:37,/produits,voir_page,tablette,Espagne,1046,404,Maison,0.0
656,UTIL0110,SESSION00282,2025-08-14 13:16:55,/details-produit,voir_page,tablette,France,2088,200,Gaming,0.0
657,UTIL0280,SESSION00434,2025-09-01 21:15:17,/paiement,achat,ordinateur,Italie,2026,200,Telephonie,167.92
658,UTIL0028,SESSION00246,2025-05-10 17:24:19,/accueil,cliquer_produit,tablette,Suisse,1566,404,Gaming,0.0
659,UTIL0227,SESSION00398,2025-01-05 12:59:58,/panier,voir_page,mobile,Italie,449,404,Telephonie,0.0
660,UTIL0083,SESSION00450,2025-11-20 10:56:51,/panier,voir_page,tablette,Espagne,218,200,Informatique,0.0
